,Unnamed: 0,Mejor,Media,Std
0,0,5163314.230650486,5201802.835013423,17374.99597255275
1,1,5161716.723477339,5193143.2816392295,15889.204043216638
2,2,5151216.173851977,5185300.363119195,12994.935345352316
3,3,5151216.173851977,5178601.745241309,14068.436404982833
4,4,5141340.274556169,5171156.537366966,12144.983754803914
5,5,5141340.274556169,5168187.512040187,12277.297467169336
6,6,5141340.274556169,5162923.105454569,11167.329925257847
7,7,5139996.536552173,5158827.05595709,9487.138701767371
8,8,5134304.972482358,5153945.010404154,8061.653170458827
9,9,5134304.972482358,5151767.696215273,11303.579599426845
10,10,5134304.972482358,5146306.984904265,7726.47356061151
11,11,5133133.173114145,5143782.32322889,12045.221237682144
12,12,5132787.71608481,5141663.760768903,11741.094592036508
13,13,5132038.19843246,5136531.727725286,4519.159712346013
14,14,5132038.19843246,5134546.796683858,2094.7254235141468
15,15,5128762.200967385,5134102.263288298,4624.809337147351
16,16,5117221.949574202,5133512.3831509575,6563.868319019146
17,17,5116571.241527968,5132911.229972961,9264.31089257448
18,18,5116571.241527968,5130910.119913213,7724.134070751969
19,19,5116571.241527968,5128168.363543269,4609.812894538522
20,20,5116571.241527968,5125801.017402724,4318.88721284571
21,21,5116571.241527968,5123370.69754139,4397.829360300335
22,22,5116148.5946648335,5120157.297718281,3815.160763446069
23,23,5108380.770569311,5117570.192607927,2781.6583747783907
24,24,5108380.770569311,5115926.436190928,2737.631052499912
25,25,5108380.770569311,5114417.13241298,3607.548328990675
26,26,5106500.309890023,5113479.8086802,3919.7121975628193
27,27,5106500.309890023,5111580.89911955,4092.331430722236
28,28,5106500.309890023,5109224.380467374,3196.4452258392844
29,29,5105891.523228329,5107533.225803461,1453.9946452485403
30,30,5103493.779149667,5106883.0096368,949.9009790188916
31,31,5103493.779149667,5106552.241583681,749.3567109124139
32,32,5103493.779149667,5106237.803391174,782.9963314716176
33,33,5103367.133720784,5106012.493580859,890.1395317029651
34,34,5103367.133720784,5105842.402590592,1243.6888103613178
35,35,5102390.984790298,5105112.50192616,1243.2574388390742
36,36,5102389.746491419,5104542.541632302,1285.3261534707458
37,37,5102341.244711029,5104033.5904284455,1153.6028380561668
38,38,5102257.777464311,5103260.226704755,725.5368087649917
39,39,5102257.777464311,5102974.900020628,503.6844117925868
40,40,5101641.9027076615,5102668.561407071,428.1348289694936
41,41,5101284.758098334,5102427.907036632,315.4416189937581
42,42,5101235.018019065,5102247.1789639965,370.55342527711787
43,43,5101235.018019065,5102091.97058834,376.7185960534256
44,44,5101235.018019065,5101917.286065288,523.5326748940615
45,45,5100276.079911225,5101605.302881904,481.1489385735715
46,46,5100037.0172799975,5101309.045940364,486.25255399599376
47,47,5099591.35009285,5101070.046972478,462.2233487576372
48,48,5099353.98532945,5100815.882385012,605.2231542158104
49,49,5098858.438043524,5100470.908154064,728.6247622282593
50,50,5098858.438043524,5100031.555165488,727.7618183099527
51,51,5098858.438043524,5099655.391197977,500.10097531619215
52,52,5098848.723762817,5099400.278575002,378.4670247704341
53,53,5098848.723762817,5099156.139142952,351.9611859101258
54,54,5097494.5782939335,5098988.608754022,497.15859789369824
55,55,5097243.120877338,5098769.274839186,451.7831375004591
56,56,5097243.120877338,5098544.9716210775,537.6538596538599
57,57,5097243.120877338,5098285.349491646,557.7399736709065
58,58,5097243.120877338,5097946.70002954,659.0117250527232
59,59,5095399.625978839,5097571.928432046,542.3939481256978
60,60,5095147.368073045,5097321.609226129,529.4893302903788
61,61,5094725.769573572,5097083.635126886,650.094408670448
62,62,5094725.769573572,5096612.837655746,788.5776387871609
63,63,5094621.554443811,5096126.47102072,931.1325259966846
64,64,5094605.08015613,5095574.731126041,888.0527539268796
65,65,5093904.50094748,5094973.243746314,600.2705252697336
66,66,5093477.289969059,5094649.112250015,489.9845896069428
67,67,5093470.825112848,5094361.195584767,516.4758688412647
68,68,5092668.71149088,5094005.444830886,683.1328215886547
69,69,5092052.394026759,5093668.841192964,576.3835275240332
70,70,5092052.394026759,5093327.836996451,481.52722559140295
71,71,5091963.374426751,5093048.546683552,496.1758885816405
72,72,5091963.374426751,5092817.683641251,496.2752564314029
73,73,5091740.618397208,5092561.970795387,462.49821326392686
74,74,5091740.618397208,5092373.734834673,490.0617852531009
75,75,5091111.2288618935,5092104.544076532,354.9308507104644
76,76,5091111.2288618935,5091926.440332703,361.4084746782045
77,77,5090466.178410813,5091754.543659304,389.9255023375251
78,78,5090466.178410813,5091448.644849651,549.8396257462456
79,79,5089817.243480182,5091024.189609852,604.9926586124911
80,80,5089142.479074043,5090665.266017878,585.7094754441862
81,81,5089142.479074043,5090320.716879838,539.7892839031432
82,82,5088841.827967991,5090068.4431314925,564.4909806626223
83,83,5088678.650683306,5089732.475871778,456.1699365375033
84,84,5088678.650683306,5089468.696326596,351.97568709479214
85,85,5088678.650683306,5089362.348355594,276.94218215638693
86,86,5088678.650683306,5089271.115012702,383.9803422846848
87,87,5088029.715752676,5089050.322961133,478.67364316900273
88,88,5087419.8150989525,5088821.244121842,508.52231702208303
89,89,5087282.18324012,5088496.978993878,519.7933548908612
90,90,5086993.535986872,5088279.206875538,541.2082290688458
91,91,5086993.535986872,5088043.896831839,600.6745685651082
92,92,5085797.264782125,5087684.293736097,607.0205441020693
93,93,5085797.264782125,5087367.275878623,551.6606898338925
94,94,5085797.264782125,5086972.060155494,577.8312961313508
95,95,5084741.9245167095,5086653.792856067,667.5510317239268
96,96,5084551.496565534,5086293.677179962,707.976703886784
97,97,5084551.496565534,5085739.201378652,753.2249388573389
98,98,5084551.496565534,5085280.179668565,620.2993458127576
99,99,5084551.496565534,5084932.724662855,527.6327467912729
100,100,5082909.014600168,5084702.990400501,391.2631067015989
101,101,5082909.014600168,5084537.159595916,433.3367594167272
102,102,5082909.014600168,5084361.693752324,539.8068497333649
103,103,5082671.249844245,5084140.614519794,513.0833364037001
104,104,5082671.249844245,5083842.642910745,519.9593906672944
105,105,5082671.249844245,5083563.605565948,490.8375974319276
106,106,5081767.717262199,5083411.120969663,488.4126006530121
107,107,5081767.717262199,5083143.822081135,438.01283009621
108,108,5081767.717262199,5082923.098042004,399.04005137708015
109,109,5081767.717262199,5082696.404776649,405.32514387421134
110,110,5081767.717262199,5082466.889702776,441.9655520150265
111,111,5081767.717262199,5082289.397501646,416.6649953746776
112,112,5081186.314463986,5082063.7858299455,364.83991175820455
113,113,5081069.779414381,5081915.755030135,353.4230964889857
