,Unnamed: 0,Mejor,Media,Std
0,0,5151626.337712852,5203744.870721728,17964.635470891775
1,1,5151626.337712852,5192487.33098206,16482.516130252927
2,2,5151626.337712852,5184759.132652201,17659.551338524383
3,3,5150893.6365018375,5177986.325027447,15807.10113592978
4,4,5150893.6365018375,5170197.073031221,16015.729222945238
5,5,5138040.7125481125,5163602.315230265,15784.065005060158
6,6,5130252.184143214,5158003.33222649,15473.76185729912
7,7,5130252.184143214,5154707.781696853,12971.369846588774
8,8,5130252.184143214,5147565.101631646,10214.947284995167
9,9,5128550.673290424,5146887.710879458,15111.784806538888
10,10,5115845.55008472,5141035.397460875,14773.103513966616
11,11,5111601.97383186,5134685.634129723,10884.070728101318
12,12,5111601.97383186,5129084.147817913,7769.913075810829
13,13,5111601.97383186,5127192.476443289,8577.613617592417
14,14,5109649.190078334,5123572.758795916,8337.87573744557
15,15,5103860.270223488,5119566.347295876,8422.475369336871
16,16,5096614.538742136,5116362.787866005,7337.670637542415
17,17,5090506.3170020655,5112703.84461578,6431.398977973216
18,18,5090506.3170020655,5111125.466140222,6761.165881846356
19,19,5090506.3170020655,5106699.250922053,6403.973246542031
20,20,5090506.3170020655,5103801.098144698,6852.486644103305
21,21,5090506.3170020655,5100696.778072443,5688.773379209991
22,22,5090506.3170020655,5097887.290847335,6515.742006873326
23,23,5082641.785898758,5095931.687689471,6464.78176806158
24,24,5082641.785898758,5093566.762799207,5468.58643842152
25,25,5082641.785898758,5091115.133594301,5311.274240770772
26,26,5067458.798097289,5088248.311293673,6782.330261197102
27,27,5067458.798097289,5085193.046315944,7715.171448070025
28,28,5067458.798097289,5081532.645118642,8236.085483234512
29,29,5067458.798097289,5078835.951548575,7082.431892731917
30,30,5064736.296068671,5074722.012474517,5466.004624261308
31,31,5064438.445072635,5071435.057118044,4070.6343589649223
32,32,5062060.117741128,5069119.302542944,3320.946507558634
33,33,5061561.345589672,5067487.791772029,3472.556362584607
34,34,5061477.225548288,5065687.195467914,2582.963972258204
35,35,5058028.593939906,5064236.60075653,2936.3309189702227
36,36,5052377.426143105,5062683.402125019,2831.859841551324
37,37,5052377.426143105,5060822.090046325,2947.724218974843
38,38,5052377.426143105,5059495.814052586,3610.448268524992
39,39,5044359.724298388,5057745.827130976,2629.980442531224
40,40,5044359.724298388,5056454.226267529,3142.328094770417
41,41,5044359.724298388,5055142.66600824,2817.731923997707
42,42,5044359.724298388,5053323.142352961,3296.56634290406
43,43,5044359.724298388,5051727.978081219,3142.014519586557
44,44,5044359.724298388,5049839.647190863,2750.995513830864
45,45,5044359.724298388,5047924.60378906,2492.7444676039613
46,46,5042039.960772744,5046344.90003061,1644.892656364482
47,47,5041868.727592339,5045537.881718945,1350.2012668187688
48,48,5041868.727592339,5044757.922805512,1374.585416613634
49,49,5039333.828799355,5043866.537177795,1281.2591131011784
50,50,5039333.828799355,5043134.889247967,1639.7219100369514
51,51,5038443.085364226,5042363.729086096,1441.8159174776697
