,Unnamed: 0,Mejor,Media,Std
0,0,5150678.407706544,5194571.289327063,17814.966828880522
1,1,5150678.407706544,5185542.922413658,16133.564993103975
2,2,5150678.407706544,5176234.087829246,16011.01844079416
3,3,5150678.407706544,5167468.929296196,13992.467708082582
4,4,5147792.119303106,5159043.932236568,10483.912390289954
5,5,5147125.158143858,5155147.718483779,8820.486239566839
6,6,5147125.158143858,5151367.500405028,3879.867314935233
7,7,5147055.686167743,5149789.990964105,2024.065611199134
8,8,5136019.19470069,5148895.106473928,3755.0148410656975
9,9,5136019.19470069,5147385.430107582,3844.99558806571
10,10,5136019.19470069,5145981.97412333,4571.901410066652
11,11,5136019.19470069,5142821.789824291,5441.326135804684
12,12,5135352.233541442,5140733.924377102,5614.566207871753
13,13,5130226.914732705,5137636.9391271295,4240.597153225228
14,14,5130226.914732705,5136157.217035227,2058.049502683031
15,15,5130226.914732705,5135734.548780944,1024.4372777646452
16,16,5130226.914732705,5135095.064254369,1826.1134617332289
17,17,5128819.687052946,5134457.629028294,2312.467659282674
18,18,5128819.687052946,5133178.666197561,2739.142005850699
19,19,5128152.725893699,5131929.386925339,2725.161424137676
20,20,5128152.725893699,5130462.46009474,2062.4097414687576
21,21,5128152.725893699,5129613.380844955,1284.4429431553378
22,22,5127752.619294103,5129004.067435583,788.8343781102334
23,23,5127752.619294103,5128583.009673966,602.5088889341067
24,24,5127735.223883546,5128263.810644701,391.13881723407775
25,25,5127735.223883546,5128091.11821229,225.6479547748261
26,26,5127369.728928207,5127988.040800666,186.44000616835856
27,27,5127369.728928207,5127873.74461666,205.1778936900152
28,28,5127010.09423143,5127772.977341716,242.760843497153
29,29,5126969.622328611,5127661.044389487,270.0006609526624
30,30,5126839.154914067,5127461.857667809,319.69834725197506
31,31,5126317.2129909815,5127212.494951879,327.0874633696548
32,32,5126303.634465056,5127098.276058228,325.00533226686247
33,33,5126303.634465056,5126934.416489293,292.6703063014519
34,34,5126227.097265939,5126792.050150131,305.23809451643166
35,35,5125763.825965978,5126638.208274736,345.9122663650811
36,36,5125763.825965978,5126517.414602776,372.3231981909252
37,37,5125206.280676467,5126303.45814561,392.91345449058593
38,38,5125206.280676467,5126088.824955658,407.7757525164216
39,39,5124112.020238169,5125903.865848304,370.1164591287995
40,40,5124112.020238169,5125689.683681808,440.7140670614858
41,41,5124112.020238169,5125410.331697212,635.1803729500646
42,42,5123347.448421142,5125091.934706361,718.7569113529191
43,43,5122821.3216033,5124707.454594404,773.3994787166048
44,44,5122757.819810998,5124259.328399493,744.9743833998634
45,45,5122665.671793471,5123910.240248716,579.1519077322706
46,46,5122578.469315298,5123576.79896695,738.3055583615056
47,47,5121141.655465352,5123215.961347591,741.752621061823
48,48,5120179.19280366,5122910.892235414,717.8594959188799
49,49,5120179.19280366,5122538.681974231,849.5032100373958
50,50,5120179.19280366,5122197.007541139,822.5813246857896
51,51,5120179.19280366,5121735.80035767,711.2984724970487
52,52,5120179.19280366,5121271.259745996,681.2674943256927
53,53,5120179.19280366,5120850.260985095,652.9680483794342
54,54,5118456.88637325,5120544.054684249,502.5861996919709
55,55,5118456.88637325,5120283.996279415,475.9943270863173
56,56,5118456.88637325,5120141.087225234,418.2730864969581
57,57,5118354.825376813,5119936.039987925,549.1367173727937
58,58,5118354.825376813,5119687.93107689,615.7911378356345
59,59,5118354.825376813,5119386.048630875,702.2206949537149
60,60,5117179.646461257,5118943.002910402,658.3497632873167
61,61,5116815.594902393,5118519.28817205,652.1830573297435
62,62,5116793.322025674,5118153.991497028,675.5728597201903
63,63,5116793.322025674,5117775.513376178,660.0148063052093
64,64,5116793.322025674,5117413.793087159,570.2198591394446
65,65,5115229.337661988,5117167.28141917,497.6820356015008
66,66,5115229.337661988,5116948.435729849,504.9775955356061
67,67,5115088.426043796,5116667.277306806,644.1829980612877
68,68,5114673.5486143,5116257.755170104,750.6214569240028
69,69,5114673.5486143,5115955.69349359,840.5318272787422
70,70,5113502.40272426,5115479.135220347,800.975315898536
71,71,5113215.313207836,5115036.746446216,655.3873955966798
72,72,5113215.313207836,5114806.165489172,637.3655185635508
73,73,5113215.313207836,5114503.694668418,898.2993753617664
74,74,5110329.172298963,5114035.442113029,1214.2299422267151
75,75,5110114.502609389,5113355.690314057,1234.3877136769315
76,76,5110114.502609389,5112535.470393397,1267.1689115434149
77,77,5110114.502609389,5111914.113471855,904.08141813914
78,78,5110114.502609389,5111343.046142443,688.2653348476573
79,79,5110114.502609389,5110983.597222271,604.7485509415739
80,80,5109230.434467804,5110583.630606196,550.7378105290633
81,81,5109230.434467804,5110318.568178746,361.9796950181789
82,82,5109230.434467804,5110188.534257307,270.57360448887795
83,83,5109230.434467804,5110079.398247201,287.4655695210218
84,84,5109230.434467804,5109928.840079578,388.69335891716696
85,85,5108767.592174937,5109659.453821515,389.71818094621375
86,86,5108420.940499344,5109447.6714861365,377.5193966256497
87,87,5108420.940499344,5109251.591429654,337.35101665402107
88,88,5108420.940499344,5109125.548188979,320.2164190405602
89,89,5107810.79045028,5108956.86774829,352.8337957011806
90,90,5107546.058589774,5108741.577329102,435.72368537585663
91,91,5106801.748606765,5108484.694802863,461.691899611428
92,92,5106801.748606765,5108264.705517265,582.7856098798133
93,93,5106320.930993847,5107932.958850808,538.9169401685612
94,94,5106320.930993847,5107698.38253543,518.9634699788883
95,95,5106293.826723995,5107444.4929510495,489.1738101802408
96,96,5106293.826723995,5107150.523166124,489.448452282007
97,97,5105774.659742342,5106926.01073042,547.0329588472282
98,98,5104766.114921639,5106580.238834891,508.9213362272613
99,99,5104447.523893721,5106317.698442754,472.4576537959593
100,100,5103599.746254004,5106064.769358241,664.391425283348
101,101,5103599.746254004,5105795.769453339,798.878271905098
102,102,5103599.746254004,5105486.395510557,871.7879505089682
103,103,5103055.686261471,5105214.1441576965,910.2468456893292
104,104,5103055.686261471,5104764.114889925,986.0420972513488
105,105,5102901.380587261,5104140.027337648,881.2630612232736
106,106,5102118.7474297695,5103647.380767406,646.7567561528344
107,107,5102118.7474297695,5103231.165954578,570.7012777651481
108,108,5101782.143158989,5102751.834550956,590.8715109320681
109,109,5101436.296066888,5102389.94181928,511.6115893487119
110,110,5100929.818011016,5102086.046405042,413.8273951540924
111,111,5100929.818011016,5101844.448084712,357.2146801011757
112,112,5100929.818011016,5101677.866773472,358.96116401591
113,113,5100929.818011016,5101488.611995644,361.8057660144584
114,114,5100723.227893583,5101313.435333738,339.60151054485283
115,115,5100481.942975315,5101149.384768096,458.6999733041168
116,116,5099196.230421285,5100929.820283275,325.3340445901212
117,117,5099196.230421285,5100808.490154029,409.6630417781389
118,118,5099196.230421285,5100674.720057271,405.9657057256905
119,119,5099196.230421285,5100514.738255015,456.0544291136317
120,120,5099196.230421285,5100304.675855154,447.2630697475522
121,121,5098220.387460849,5100167.07328001,495.4466489983026
122,122,5098220.387460849,5099931.526717012,523.4421045924959
123,123,5098220.387460849,5099725.416610394,486.3550712104313
124,124,5098220.387460849,5099454.34136894,486.2637582625016
125,125,5098220.387460849,5099211.421035815,464.8777990526163
126,126,5098179.938233532,5098921.898030478,541.3362984773802
127,127,5097021.678440548,5098647.593646656,520.0721574920365
128,128,5097021.678440548,5098341.638779018,465.6018922144042
129,129,5096810.653297383,5098136.42920332,451.1808653392635
130,130,5096635.381481837,5097904.749420063,549.6961763442384
131,131,5095753.4052259335,5097680.16458035,542.6381744389988
132,132,5095477.300836244,5097408.255049625,582.2294893970035
133,133,5095477.300836244,5097091.7002179,669.9107226106759
134,134,5095396.095362189,5096826.858143183,703.4076016342192
135,135,5095010.079708516,5096442.440625049,721.6722988299724
136,136,5094308.473988312,5096142.131151328,680.687440952458
137,137,5094308.473988312,5095672.031628181,593.9619429173173
138,138,5094308.473988312,5095343.049865349,572.8300707035081
139,139,5094097.7657811735,5095063.90189486,547.7156765421507
140,140,5093980.042659993,5094796.13990524,489.0777661617534
141,141,5093951.652367281,5094545.772394652,357.6507538299816
142,142,5093951.652367281,5094343.529506512,349.22013027623143
143,143,5093183.748947642,5094180.2033219,374.12890395088505
144,144,5092784.601796543,5094028.317673821,391.4502356542898
145,145,5092784.601796543,5093836.104669938,503.6344201887313
146,146,5092371.386338885,5093538.551804881,544.4030161257638
147,147,5092214.4041068135,5093245.514982741,541.3749429512819
148,148,5092214.4041068135,5092980.357854291,526.9999026178316
149,149,5091335.123136299,5092642.809176341,461.7863139646264
150,150,5091335.123136299,5092381.773496629,426.4359162326151
